L3 L2 L1 orbit tau x
0 11 3 1 10 -0.455758
0 11 3 1 11 -0.849222
0 11 3 1 12 -0.811516
0 11 3 1 13 -1.049432
0 11 3 1 14 -1.162046
0 11 3 1 15 -1.223685
0 11 3 1 16 -1.005639
0 11 3 1 17 -1.164540
0 11 3 1 18 -1.600356
0 11 3 1 19 -1.327176
0 11 3 1 20 -1.506236
0 11 4 1 1 -1.623645
0 11 4 1 2 -1.377150
0 11 4 1 3 -1.306011
0 11 4 1 4 -1.301761
0 11 4 1 5 -1.744140
0 11 4 1 6 -1.628597
0 11 4 1 7 -1.348430
0 11 4 1 8 -1.280443
0 11 4 1 9 -1.219726
0 11 4 1 10 -1.023535
0 11 4 1 11 -0.956124
0 11 4 1 12 -1.370207
0 11 4 1 13 -1.294701
0 11 4 1 14 -0.904806
0 11 4 1 15 -0.840207
0 11 4 1 16 -0.976562
0 11 4 1 17 -0.707134
0 11 4 1 18 -1.059278
0 11 4 1 19 -1.601276
0 11 4 1 20 -1.739938
0 11 5 1 1 -0.456962
0 11 5 1 2 -0.332690
0 11 5 1 3 -0.781176
0 11 5 1 4 -0.624167
0 11 5 1 5 -0.516705
0 11 5 1 6 -0.424396
0 11 5 1 7 -0.521394
0 11 5 1 8 0.010630
0 11 5 1 9 0.005786
0 11 5 1 10 -0.081565
0 11 5 1 11 0.238195
0 11 5 1 12 0.043885
0 11 5 1 13 0.014197
0 11 5 1 14 0.041354
0 11 5 1 15 -0.296108
0 11 5 1 16 -0.534944
0 11 5 1 17 -0.547806
0 11 5 1 18 -1.023591
0 11 5 1 19 -1.060312
0 11 5 1 20 -0.801338
0 11 6 1 1 0.040208
0 11 6 1 2 0.014886
0 11 6 1 3 -0.079579
0 11 6 1 4 -0.021789
0 11 6 1 5 0.303330
0 11 6 1 6 0.549899
0 11 6 1 7 0.522823
0 11 6 1 8 0.665469
0 11 6 1 9 0.557123
0 11 6 1 10 0.953092
0 11 6 1 11 0.924545
0 11 6 1 12 0.655348
0 11 6 1 13 0.985211
0 11 6 1 14 0.755111
0 11 6 1 15 0.768092
0 11 6 1 16 0.794960
0 11 6 1 17 0.621725
0 11 6 1 18 0.355070
0 11 6 1 19 0.443881
0 11 6 1 20 0.262238
0 11 7 1 1 -3.171797
0 11 7 1 2 -3.155495
0 11 7 1 3 -2.965137
0 11 7 1 4 -2.959514
0 11 7 1 5 -3.438063
0 11 7 1 6 -3.408950
0 11 7 1 7 -3.360498
0 11 7 1 8 -3.365020
0 11 7 1 9 -3.034186
0 11 7 1 10 -3.553049
0 11 7 1 11 -3.465988
0 11 7 1 12 -3.452157
0 11 7 1 13 -3.664215
0 11 7 1 14 -3.743775
0 11 7 1 15 -3.831166
0 11 7 1 16 -3.865445
0 11 7 1 17 -3.940926
0 11 7 1 18 -4.033640
0 11 7 1 19 -3.775453
0 11 7 1 20 -3.368215
0 11 8 1 1 -0.768562
0 11 8 1 2 -0.906221
0 11 8 1 3 -0.904587
0 11 8 1 4 -1.103302
0 11 8 1 5 -0.956038
0 11 8 1 6 -0.904456
0 11 8 1 7 -1.207968
0 11 8 1 8 -1.230820
0 11 8 1 9 -1.429786
0 11 8 1 10 -1.613619
0 11 8 1 11 -1.451881
0 11 8 1 12 -1.255274
0 11 8 1 13 -1.081862
0 11 8 1 14 -0.782116
0 11 8 1 15 -0.833074
0 11 8 1 16 -0.971481
0 11 8 1 17 -1.016224
0 11 8 1 18 -0.917079
0 11 8 1 19 -0.892803
0 11 8 1 20 -0.737269
0 11 9 1 1 2.349614
0 11 9 1 2 2.141992
0 11 9 1 3 1.934526
0 11 9 1 4 2.071668
0 11 9 1 5 1.818485
0 11 9 1 6 1.702222
0 11 9 1 7 1.988531
0 11 9 1 8 2.023029
0 11 9 1 9 1.816860
0 11 9 1 10 2.113537
0 11 9 1 11 2.056418
0 11 9 1 12 2.091424
0 11 9 1 13 2.040026
0 11 9 1 14 2.224285
0 11 9 1 15 2.269666
0 11 9 1 16 2.474167
0 11 9 1 17 2.645402
0 11 9 1 18 2.137595
0 11 9 1 19 2.136805
0 11 9 1 20 2.380169
0 11 10 1 1 1.462967
0 11 10 1 2 1.508479
0 11 10 1 3 1.631699
0 11 10 1 4 1.963618
0 11 10 1 5 1.933200
0 11 10 1 6 1.947263
0 11 10 1 7 1.692303
0 11 10 1 8 1.937943
0 11 10 1 9 1.870450
0 11 10 1 10 2.093133
0 11 10 1 11 2.268395
0 11 10 1 12 2.147622
0 11 10 1 13 2.135516
0 11 10 1 14 2.186119
0 11 10 1 15 2.284260
0 11 10 1 16 2.440623
0 11 10 1 17 2.259417
0 11 10 1 18 2.515301
0 11 10 1 19 2.238969
0 11 10 1 20 1.923424
0 11 11 1 1 0.975814
0 11 11 1 2 0.759518
0 11 11 1 3 0.710596
0 11 11 1 4 0.894477
0 11 11 1 5 0.801867
0 11 11 1 6 0.787705
0 11 11 1 7 0.476454
0 11 11 1 8 0.641035
0 11 11 1 9 0.933004
0 11 11 1 10 1.103381
0 11 11 1 11 1.117397
0 11 11 1 12 1.496227
0 11 11 1 13 1.627947
0 11 11 1 14 1.512042
0 11 11 1 15 1.047201
0 11 11 1 16 0.577934
0 11 11 1 17 0.691090
0 11 11 1 18 0.366471
0 11 11 1 19 0.408689
0 11 11 1 20 0.812693
