orbit1 orbit2 r3 r2 r1 tau DenDen error
1 1 0 4 7 2 1.00018833 0.00264531
1 1 0 4 7 3 1.00024969 0.00286637
1 1 0 4 7 4 1.00055318 0.00261310
1 1 0 4 7 5 0.99934918 0.00293484
1 1 0 4 7 6 1.00078591 0.00288979
1 1 0 4 7 7 1.00106906 0.00293585
1 1 0 4 7 8 1.00059889 0.00239901
1 1 0 4 7 9 1.00014407 0.00271072
1 1 0 4 7 10 0.99932452 0.00263033
1 1 0 4 7 11 1.00072893 0.00278816
1 1 0 4 7 12 1.00062833 0.00272417
1 1 0 4 7 13 0.99973460 0.00285028
1 1 0 4 7 14 1.00084730 0.00272367
1 1 0 4 7 15 1.00036931 0.00275828
1 1 0 4 7 16 0.99967256 0.00274116
1 1 0 4 7 17 1.00003452 0.00279436
1 1 0 4 7 18 1.00076016 0.00269240
1 1 0 4 7 19 1.00052202 0.00257719
1 1 0 4 7 20 1.00023058 0.00258942
1 1 0 4 8 0 0.99969635 0.00257536
1 1 0 4 8 1 1.00009494 0.00251218
1 1 0 4 8 2 0.99821359 0.00270862
1 1 0 4 8 3 1.00005222 0.00241528
1 1 0 4 8 4 0.99890109 0.00262587
1 1 0 4 8 5 0.99805037 0.00270433
1 1 0 4 8 6 0.99928118 0.00254778
1 1 0 4 8 7 0.99918960 0.00252995
1 1 0 4 8 8 0.99904404 0.00250102
1 1 0 4 8 9 1.00030695 0.00238913
1 1 0 4 8 10 0.99886224 0.00239335
1 1 0 4 8 11 0.99914004 0.00272781
1 1 0 4 8 12 0.99842189 0.00260024
1 1 0 4 8 13 1.00008243 0.00230697
1 1 0 4 8 14 0.99944528 0.00279658
1 1 0 4 8 15 0.99940490 0.00275387
1 1 0 4 8 16 0.99980139 0.00263778
1 1 0 4 8 17 0.99898637 0.00232080
1 1 0 4 8 18 1.00004660 0.00272409
1 1 0 4 8 19 0.99930707 0.00259143
1 1 0 4 8 20 0.99969635 0.00257536
1 1 0 4 9 0 1.00148493 0.00229966
1 1 0 4 9 1 0.99980772 0.00251049
1 1 0 4 9 2 0.99979671 0.00256296
1 1 0 4 9 3 0.99975981 0.00246168
1 1 0 4 9 4 1.00060535 0.00262008
1 1 0 4 9 5 1.00078519 0.00223012
1 1 0 4 9 6 1.00079769 0.00299470
1 1 0 4 9 7 1.00066431 0.00248727
1 1 0 4 9 8 1.00021686 0.00252386
1 1 0 4 9 9 1.00030408 0.00247005
1 1 0 4 9 10 1.00049658 0.00272444
1 1 0 4 9 11 1.00010633 0.00240873
1 1 0 4 9 12 1.00008471 0.00289546
1 1 0 4 9 13 1.00079617 0.00266715
1 1 0 4 9 14 1.00048981 0.00237106
1 1 0 4 9 15 0.99991263 0.00253730
1 1 0 4 9 16 0.99885293 0.00237273
1 1 0 4 9 17 1.00078643 0.00246637
1 1 0 4 9 18 1.00000088 0.00244422
1 1 0 4 9 19 1.00038047 0.00239699
1 1 0 4 9 20 1.00148493 0.00229966
1 1 0 4 10 0 0.99904580 0.00257862
1 1 0 4 10 1 0.99931531 0.00267194
1 1 0 4 10 2 0.99991119 0.00266012
1 1 0 4 10 3 0.99930850 0.00248377
1 1 0 4 10 4 1.00069965 0.00285233
1 1 0 4 10 5 0.99885755 0.00263258
1 1 0 4 10 6 1.00028023 0.00273686
1 1 0 4 10 7 1.00083340 0.00250899
1 1 0 4 10 8 0.99936062 0.00298273
1 1 0 4 10 9 0.99994871 0.00265590
1 1 0 4 10 10 0.99941425 0.00284364
1 1 0 4 10 11 0.99976018 0.00278583
1 1 0 4 10 12 1.00076111 0.00248961
1 1 0 4 10 13 0.99921723 0.00277383
1 1 0 4 10 14 0.99960360 0.00261640
1 1 0 4 10 15 0.99874627 0.00264948
1 1 0 4 10 16 1.00031843 0.00259853
1 1 0 4 10 17 0.99988947 0.00280759
1 1 0 4 10 18 0.99992130 0.00245587
1 1 0 4 10 19 0.99937482 0.00301742
1 1 0 4 10 20 0.99904580 0.00257862
1 1 0 4 11 0 0.99820244 0.00255893
1 1 0 4 11 1 0.99875381 0.00267681
1 1 0 4 11 2 0.99836155 0.00271477
1 1 0 4 11 3 0.99874671 0.00262910
1 1 0 4 11 4 0.99923142 0.00291124
1 1 0 4 11 5 0.99880817 0.00254261
1 1 0 4 11 6 0.99765327 0.00232409
1 1 0 4 11 7 0.99905693 0.00225779
1 1 0 4 11 8 0.99876780 0.00241107
1 1 0 4 11 9 0.99808624 0.00247345
1 1 0 4 11 10 0.99817012 0.00234538
1 1 0 4 11 11 0.99885166 0.00274334
1 1 0 4 11 12 0.99825130 0.00255887
1 1 0 4 11 13 0.99740129 0.00240114
1 1 0 4 11 14 0.99911231 0.00248733
1 1 0 4 11 15 0.99930934 0.00244320
1 1 0 4 11 16 0.99873820 0.00264274
1 1 0 4 11 17 0.99949974 0.00248527
1 1 0 4 11 18 0.99845893 0.00244436
1 1 0 4 11 19 0.99854444 0.00258263
1 1 0 4 11 20 0.99820244 0.00255893
1 1 0 5 0 0 0.99971677 0.00226956
1 1 0 5 0 1 0.99985792 0.00248160
1 1 0 5 0 2 0.99911594 0.00267683
1 1 0 5 0 3 1.00043826 0.00271529
1 1 0 5 0 4 0.99998750 0.00248290
1 1 0 5 0 5 1.00036594 0.00261290
1 1 0 5 0 6 0.99948592 0.00237756
1 1 0 5 0 7 0.99983648 0.00241792
1 1 0 5 0 8 1.00037100 0.00262335
1 1 0 5 0 9 0.99931380 0.00259868
1 1 0 5 0 10 1.00042100 0.00252183
1 1 0 5 0 11 0.99911719 0.00250946
1 1 0 5 0 12 0.99958576 0.00241245
1 1 0 5 0 13 0.99923213 0.00252818
1 1 0 5 0 14 0.99943019 0.00268526
1 1 0 5 0 15 1.00001799 0.00261348
1 1 0 5 0 16 0.99994299 0.00250874
1 1 0 5 0 17 0.99986261 0.00271123
1 1 0 5 0 18 0.99957286 0.00226832
1 1 0 5 0 19 0.99995992 0.00273737
1 1 0 5 0 20 0.99971677 0.00226956
1 1 0 5 1 0 0.99936054 0.00264686
1 1 0 5 1 1 1.00042573 0.00257933
1 1 0 5 1 2 1.00034466 0.00268121
1 1 0 5 1 3 0.99937684 0.00250774
1 1 0 5 1 4 0.99884026 0.00259869
1 1 0 5 1 5 1.00011673 0.00226658
1 1 0 5 1 6 1.00037094 0.00268844
1 1 0 5 1 7 0.99995144 0.00236956
1 1 0 5 1 8 0.99927226 0.00257717
1 1 0 5 1 9 0.99978040 0.00244957
1 1 0 5 1 10 0.99863221 0.00286886
1 1 0 5 1 11 1.00031424 0.00240582
1 1 0 5 1 12 0.99991866 0.00244769
1 1 0 5 1 13 0.99988804 0.00269189
1 1 0 5 1 14 0.99946882 0.00266446
1 1 0 5 1 15 1.00008445 0.00236989
1 1 0 5 1 16 0.99861823 0.00235608
1 1 0 5 1 17 0.99968758 0.00242735
1 1 0 5 1 18 0.99950138 0.00238359
1 1 0 5 1 19 0.99968127 0.00252107
1 1 0 5 1 20 0.99936054 0.00264686
1 1 0 5 2 0 0.99999035 0.00256939
1 1 0 5 2 1 1.00123427 0.00276073
1 1 0 5 2 2 1.00051837 0.00242998
1 1 0 5 2 3 0.99971028 0.00264050
1 1 0 5 2 4 1.00087545 0.00249663
1 1 0 5 2 5 1.00032333 0.00244212
1 1 0 5 2 6 1.00014722 0.00243924
1 1 0 5 2 7 1.00029490 0.00269511
1 1 0 5 2 8 0.99996461 0.00246724
1 1 0 5 2 9 1.00066845 0.00279676
1 1 0 5 2 10 0.99978598 0.00248798
1 1 0 5 2 11 1.00088104 0.00272119
1 1 0 5 2 12 1.00063023 0.00267220
1 1 0 5 2 13 0.99998863 0.00252045
1 1 0 5 2 14 0.99959853 0.00236975
1 1 0 5 2 15 0.99932779 0.00290444
1 1 0 5 2 16 1.00035910 0.00262529
1 1 0 5 2 17 0.99937283 0.00255264
1 1 0 5 2 18 0.99999040 0.00246954
1 1 0 5 2 19 1.00024953 0.00252246
1 1 0 5 2 20 0.99999035 0.00256939
1 1 0 5 3 0 0.99968533 0.00227634
1 1 0 5 3 1 0.99908248 0.00263130
1 1 0 5 3 2 0.99920743 0.00285210
1 1 0 5 3 3 0.99942426 0.00245163
1 1 0 5 3 4 0.99975683 0.00267082
1 1 0 5 3 5 1.00004426 0.00262464
1 1 0 5 3 6 0.99968353 0.00264218
1 1 0 5 3 7 1.00049117 0.00260412
1 1 0 5 3 8 0.99952720 0.00265251
1 1 0 5 3 9 0.99908592 0.00252225
1 1 0 5 3 10 1.00045968 0.00267876
1 1 0 5 3 11 0.99955502 0.00239945
1 1 0 5 3 12 0.99998445 0.00240782
1 1 0 5 3 13 0.99945556 0.00278753
1 1 0 5 3 14 1.00024501 0.00242142
1 1 0 5 3 15 0.99910300 0.00260143
1 1 0 5 3 16 0.99914233 0.00256643
1 1 0 5 3 17 0.99972645 0.00254985
1 1 0 5 3 18 0.99863455 0.00244754
1 1 0 5 3 19 1.00017224 0.00251294
1 1 0 5 3 20 0.99968533 0.00227634
1 1 0 5 4 0 1.00004757 0.00234176
1 1 0 5 4 1 1.00015547 0.00244395
1 1 0 5 4 2 1.00000619 0.00240193
1 1 0 5 4 3 0.99940013 0.00235566
1 1 0 5 4 4 0.99943343 0.00213363
1 1 0 5 4 5 0.99916044 0.00236107
1 1 0 5 4 6 1.00025925 0.00247031
1 1 0 5 4 7 1.00007662 0.00259140
1 1 0 5 4 8 1.00001316 0.00203033
1 1 0 5 4 9 0.99961730 0.00239048
1 1 0 5 4 10 0.99947044 0.00236888
1 1 0 5 4 11 0.99997296 0.00228944
1 1 0 5 4 12 0.99919559 0.00250519
1 1 0 5 4 13 1.00044418 0.00210043
1 1 0 5 4 14 1.00050474 0.00253377
1 1 0 5 4 15 0.99951748 0.00247857
1 1 0 5 4 16 0.99961593 0.00235897
1 1 0 5 4 17 0.99992028 0.00235097
1 1 0 5 4 18 0.99954936 0.00235789
1 1 0 5 4 19 0.99971144 0.00259367
1 1 0 5 4 20 1.00004757 0.00234176
1 1 0 5 5 0 0.99984728 0.00260084
1 1 0 5 5 1 1.00002457 0.00257142
1 1 0 5 5 2 0.99922256 0.00253765
1 1 0 5 5 3 0.99918581 0.00264006
1 1 0 5 5 4 0.99937358 0.00254865
1 1 0 5 5 5 0.99962113 0.00245042
1 1 0 5 5 6 0.99991455 0.00268553
1 1 0 5 5 7 1.00063545 0.00264559
1 1 0 5 5 8 0.99963489 0.00268140
1 1 0 5 5 9 1.00025306 0.00286362
1 1 0 5 5 10 0.99926178 0.00260183
1 1 0 5 5 11 1.00089099 0.00226461
1 1 0 5 5 12 1.00020928 0.00256120
1 1 0 5 5 13 0.99959242 0.00264882
1 1 0 5 5 14 1.00049351 0.00256163
1 1 0 5 5 15 0.99894876 0.00244406
1 1 0 5 5 16 0.99970883 0.00235261
1 1 0 5 5 17 0.99905180 0.00258978
1 1 0 5 5 18 0.99865846 0.00253333
1 1 0 5 5 19 0.99968232 0.00277986
1 1 0 5 5 20 0.99984728 0.00260084
1 1 0 5 6 0 0.99925441 0.00226508
1 1 0 5 6 1 0.99950461 0.00218293
1 1 0 5 6 2 0.99927932 0.00239969
1 1 0 5 6 3 0.99934388 0.00249491
1 1 0 5 6 4 0.99832209 0.00206789
1 1 0 5 6 5 1.00007788 0.00251932
1 1 0 5 6 6 1.00005501 0.00235989
1 1 0 5 6 7 0.99950430 0.00234913
1 1 0 5 6 8 0.99942209 0.00254610
1 1 0 5 6 9 0.99915063 0.00194753
1 1 0 5 6 10 0.99929669 0.00255815
1 1 0 5 6 11 0.99998316 0.00218413
1 1 0 5 6 12 0.99910327 0.00239188
1 1 0 5 6 13 0.99934765 0.00223045
1 1 0 5 6 14 0.99933084 0.00241997
1 1 0 5 6 15 1.00006098 0.00235967
1 1 0 5 6 16 1.00014618 0.00268488
1 1 0 5 6 17 0.99951452 0.00225865
1 1 0 5 6 18 1.00077591 0.00213940
1 1 0 5 6 19 1.00047222 0.00257174
1 1 0 5 6 20 0.99925441 0.00226508
1 1 0 5 7 0 1.00055385 0.00246987
1 1 0 5 7 1 1.00025588 0.00263120
1 1 0 5 7 2 1.00073086 0.00233785
1 1 0 5 7 3 0.99987098 0.00223719
1 1 0 5 7 4 1.00057263 0.00241502
1 1 0 5 7 5 1.00123064 0.00267795
1 1 0 5 7 6 0.99955722 0.00239176
1 1 0 5 7 7 1.00026647 0.00185659
1 1 0 5 7 8 1.00076103 0.00251643
1 1 0 5 7 9 1.00021065 0.00216581
1 1 0 5 7 10 1.00099228 0.00225096
1 1 0 5 7 11 1.00011594 0.00222270
1 1 0 5 7 12 0.99967773 0.00239088
1 1 0 5 7 13 1.00094002 0.00276523
1 1 0 5 7 14 0.99983540 0.00234496
1 1 0 5 7 15 1.00016745 0.00248540
1 1 0 5 7 16 1.00053594 0.00221141
1 1 0 5 7 17 1.00040288 0.00242206
1 1 0 5 7 18 1.00034582 0.00233070
1 1 0 5 7 19 1.00054863 0.00248696
1 1 0 5 7 20 1.00055385 0.00246987
1 1 0 5 8 0 0.99939179 0.00268047
1 1 0 5 8 1 0.99942954 0.00222778
1 1 0 5 8 2 0.99943796 0.00248167
1 1 0 5 8 3 1.00031656 0.00247911
1 1 0 5 8 4 1.00003842 0.00230069
1 1 0 5 8 5 0.99953973 0.00218262
1 1 0 5 8 6 1.00010101 0.00256846
1 1 0 5 8 7 1.00072851 0.00206477
1 1 0 5 8 8 0.99982678 0.00239984
1 1 0 5 8 9 0.99954503 0.00232411
1 1 0 5 8 10 0.99924218 0.00227736
1 1 0 5 8 11 0.99959822 0.00223553
1 1 0 5 8 12 1.00089001 0.00261030
1 1 0 5 8 13 0.99947555 0.00239424
1 1 0 5 8 14 1.00006565 0.00224717
1 1 0 5 8 15 0.99938655 0.00250500
1 1 0 5 8 16 1.00078035 0.00263222
1 1 0 5 8 17 1.00078563 0.00224152
1 1 0 5 8 18 1.00092822 0.00247240
1 1 0 5 8 19 0.99986732 0.00214796
1 1 0 5 8 20 0.99939179 0.00268047
1 1 0 5 9 0 1.00047035 0.00220312
1 1 0 5 9 1 0.99904079 0.00239693
1 1 0 5 9 2 0.99971626 0.00213488
1 1 0 5 9 3 0.99973973 0.00224389
1 1 0 5 9 4 0.99998746 0.00280400
1 1 0 5 9 5 1.00054429 0.00240191
1 1 0 5 9 6 1.00038572 0.00198711
1 1 0 5 9 7 1.00047136 0.00260119
1 1 0 5 9 8 1.00087706 0.00219289
1 1 0 5 9 9 0.99960803 0.00256595
1 1 0 5 9 10 1.00029503 0.00230470
1 1 0 5 9 11 1.00009495 0.00232170
1 1 0 5 9 12 0.99993170 0.00249996
1 1 0 5 9 13 1.00028078 0.00233484
1 1 0 5 9 14 1.00008057 0.00230144
1 1 0 5 9 15 0.99974927 0.00231800
1 1 0 5 9 16 1.00003399 0.00242516
1 1 0 5 9 17 1.00050703 0.00246883
1 1 0 5 9 18 0.99985502 0.00243279
1 1 0 5 9 19 1.00012627 0.00253220
1 1 0 5 9 20 1.00047035 0.00220312
1 1 0 5 10 0 0.99855010 0.00222865
1 1 0 5 10 1 1.00051324 0.00199933
1 1 0 5 10 2 0.99953822 0.00230023
1 1 0 5 10 3 0.99945392 0.00227868
1 1 0 5 10 4 0.99939311 0.00225499
1 1 0 5 10 5 1.00008626 0.00218628
1 1 0 5 10 6 0.99955734 0.00238543
1 1 0 5 10 7 1.00011568 0.00238117
1 1 0 5 10 8 1.00025143 0.00227925
1 1 0 5 10 9 1.00007529 0.00206339
1 1 0 5 10 10 1.00102510 0.00221123
1 1 0 5 10 11 1.00031355 0.00211262
1 1 0 5 10 12 0.99962332 0.00211669
1 1 0 5 10 13 0.99888412 0.00200891
1 1 0 5 10 14 0.99905556 0.00235240
1 1 0 5 10 15 0.99971583 0.00219111
1 1 0 5 10 16 0.99995741 0.00225424
1 1 0 5 10 17 0.99937235 0.00224526
1 1 0 5 10 18 1.00001291 0.00208427
1 1 0 5 10 19 0.99955126 0.00247388
1 1 0 5 10 20 0.99855010 0.00222865
1 1 0 5 11 0 0.99945580 0.00254978
1 1 0 5 11 1 0.99934862 0.00222062
1 1 0 5 11 2 0.99907372 0.00203723
1 1 0 5 11 3 0.99952507 0.00215053
1 1 0 5 11 4 0.99929226 0.00254948
1 1 0 5 11 5 1.00009935 0.00250880
1 1 0 5 11 6 0.99924700 0.00242997
1 1 0 5 11 7 0.99981092 0.00251407
1 1 0 5 11 8 1.00042856 0.00243858
1 1 0 5 11 9 0.99953467 0.00251602
1 1 0 5 11 10 0.99999097 0.00232026
1 1 0 5 11 11 1.00025830 0.00244030
1 1 0 5 11 12 0.99856627 0.00198642
1 1 0 5 11 13 0.99973786 0.00211875
1 1 0 5 11 14 0.99940590 0.00250431
1 1 0 5 11 15 0.99957705 0.00209929
1 1 0 5 11 16 0.99971753 0.00238139
1 1 0 5 11 17 0.99904582 0.00232772
1 1 0 5 11 18 0.99963946 0.00258335
1 1 0 5 11 19 0.99958603 0.00234659
1 1 0 5 11 20 0.99945580 0.00254978
1 1 0 6 0 0 1.00042195 0.00217462
1 1 0 6 0 1 0.99916307 0.00207813
1 1 0 6 0 2 1.00037469 0.00258441
1 1 0 6 0 3 1.00035258 0.00216470
1 1 0 6 0 4 0.99991216 0.00204796
1 1 0 6 0 5 0.99858504 0.00197493
1 1 0 6 0 6 0.99985706 0.00241596
1 1 0 6 0 7 0.99973439 0.00221699
1 1 0 6 0 8 0.99997162 0.00262791
1 1 0 6 0 9 0.99997021 0.00197615
1 1 0 6 0 10 0.99986254 0.00205762
1 1 0 6 0 11 1.00021267 0.00277635
1 1 0 6 0 12 1.00018416 0.00257616
1 1 0 6 0 13 0.99964238 0.00223444
1 1 0 6 0 14 1.00008511 0.00213314
1 1 0 6 0 15 1.00018009 0.00219492
1 1 0 6 0 16 0.99950695 0.00211386
1 1 0 6 0 17 0.99984792 0.00226961
1 1 0 6 0 18 0.99983465 0.00206481
1 1 0 6 0 19 0.99963056 0.00226238
1 1 0 6 0 20 1.00042195 0.00217462
1 1 0 6 1 0 1.00075477 0.00230928
1 1 0 6 1 1 1.00027020 0.00248446
1 1 0 6 1 2 0.99999472 0.00212258
1 1 0 6 1 3 1.00026796 0.00212537
1 1 0 6 1 4 1.00034835 0.00241207
1 1 0 6 1 5 0.99962657 0.00213589
1 1 0 6 1 6 0.99998607 0.00234000
1 1 0 6 1 7 0.99973838 0.00253257
1 1 0 6 1 8 1.00000596 0.00218742
1 1 0 6 1 9 1.00048811 0.00230313
1 1 0 6 1 10 0.99990207 0.00225745
1 1 0 6 1 11 0.99959930 0.00235839
1 1 0 6 1 12 0.99958238 0.00209489
1 1 0 6 1 13 0.99860173 0.00257074
1 1 0 6 1 14 0.99961217 0.00246124
1 1 0 6 1 15 1.00016955 0.00225763
1 1 0 6 1 16 0.99973877 0.00216434
1 1 0 6 1 17 0.99981943 0.00255946
1 1 0 6 1 18 0.99994923 0.00209670
1 1 0 6 1 19 1.00022524 0.00212866
1 1 0 6 1 20 1.00075477 0.00230928
1 1 0 6 2 0 0.99937357 0.00209576
1 1 0 6 2 1 0.99815739 0.00272367
1 1 0 6 2 2 0.99936235 0.00256851
1 1 0 6 2 3 0.99928184 0.00231220
1 1 0 6 2 4 0.99981135 0.00212054
1 1 0 6 2 5 0.99941698 0.00224378
1 1 0 6 2 6 0.99906044 0.00236949
1 1 0 6 2 7 0.99903271 0.00246378
1 1 0 6 2 8 1.00043222 0.00226109
1 1 0 6 2 9 0.99932799 0.00250617
1 1 0 6 2 10 0.99966729 0.00259463
1 1 0 6 2 11 0.99861696 0.00253488
1 1 0 6 2 12 0.99989267 0.00260328
1 1 0 6 2 13 0.99957999 0.00253878
1 1 0 6 2 14 0.99921476 0.00232912
1 1 0 6 2 15 0.99962061 0.00256489
1 1 0 6 2 16 0.99954029 0.00202970
1 1 0 6 2 17 0.99934767 0.00237981
1 1 0 6 2 18 0.99873575 0.00241152
1 1 0 6 2 19 0.99923363 0.00244759
1 1 0 6 2 20 0.99937357 0.00209576
1 1 0 6 3 0 0.99919176 0.00276863
1 1 0 6 3 1 0.99974980 0.00235974
1 1 0 6 3 2 0.99983420 0.00269915
1 1 0 6 3 3 0.99955894 0.00258228
1 1 0 6 3 4 1.00023992 0.00246830
1 1 0 6 3 5 1.00019049 0.00228263
1 1 0 6 3 6 1.00046969 0.00242398
1 1 0 6 3 7 0.99998665 0.00275503
1 1 0 6 3 8 1.00033368 0.00207382
1 1 0 6 3 9 1.00019959 0.00230789
1 1 0 6 3 10 1.00029576 0.00237756
1 1 0 6 3 11 0.99960906 0.00264542
1 1 0 6 3 12 1.00069278 0.00270733
1 1 0 6 3 13 1.00004540 0.00279824
1 1 0 6 3 14 0.99960481 0.00227699
1 1 0 6 3 15 1.00032073 0.00250207
1 1 0 6 3 16 1.00049424 0.00217867
1 1 0 6 3 17 1.00057602 0.00241862
1 1 0 6 3 18 0.99992944 0.00262528
1 1 0 6 3 19 1.00044206 0.00297894
1 1 0 6 3 20 0.99919176 0.00276863
1 1 0 6 4 0 1.00072525 0.00226778
1 1 0 6 4 1 1.00062546 0.00213305
1 1 0 6 4 2 1.00144839 0.00249061
1 1 0 6 4 3 0.99987179 0.00244520
1 1 0 6 4 4 1.00009041 0.00232328
1 1 0 6 4 5 1.00045106 0.00236389
1 1 0 6 4 6 1.00001731 0.00220514
1 1 0 6 4 7 1.00054154 0.00260000
1 1 0 6 4 8 1.00052640 0.00207266
1 1 0 6 4 9 1.00032385 0.00218633
1 1 0 6 4 10 1.00028567 0.00221526
1 1 0 6 4 11 1.00106819 0.00224317
1 1 0 6 4 12 0.99990729 0.00232430
1 1 0 6 4 13 1.00044749 0.00255647
1 1 0 6 4 14 1.00045893 0.00261845
1 1 0 6 4 15 1.00044464 0.00247456
1 1 0 6 4 16 1.00017541 0.00240177
1 1 0 6 4 17 1.00001229 0.00227276
1 1 0 6 4 18 1.00026646 0.00235457
1 1 0 6 4 19 1.00029336 0.00236618
1 1 0 6 4 20 1.00072525 0.00226778
1 1 0 6 5 0 0.99896036 0.00245469
1 1 0 6 5 1 1.00001468 0.00245972
1 1 0 6 5 2 0.99992332 0.00218239
1 1 0 6 5 3 0.99912437 0.00248896
1 1 0 6 5 4 0.99975669 0.00228363
1 1 0 6 5 5 0.99952032 0.00208703
1 1 0 6 5 6 1.00000217 0.00225661
1 1 0 6 5 7 0.99980910 0.00263383
1 1 0 6 5 8 0.99977494 0.00263031
1 1 0 6 5 9 0.99938771 0.00247194
1 1 0 6 5 10 0.99976698 0.00252623
1 1 0 6 5 11 1.00007149 0.00233322
1 1 0 6 5 12 0.99914195 0.00230289
1 1 0 6 5 13 0.99898454 0.00233252
1 1 0 6 5 14 1.00054133 0.00233026
1 1 0 6 5 15 0.99889592 0.00215252
1 1 0 6 5 16 0.99964962 0.00228965
1 1 0 6 5 17 1.00044493 0.00217187
1 1 0 6 5 18 0.99964631 0.00226413
1 1 0 6 5 19 0.99949185 0.00194503
1 1 0 6 5 20 0.99896036 0.00245469
1 1 0 6 6 0 1.00044551 0.00238856
1 1 0 6 6 1 0.99940213 0.00233869
1 1 0 6 6 2 1.00080147 0.00241003
1 1 0 6 6 3 1.00043693 0.00262203
1 1 0 6 6 4 0.99900392 0.00246130
1 1 0 6 6 5 1.00003181 0.00285620
1 1 0 6 6 6 0.99970716 0.00260233
1 1 0 6 6 7 0.99951416 0.00266860
1 1 0 6 6 8 0.99997479 0.00231167
1 1 0 6 6 9 1.00061836 0.00277740
1 1 0 6 6 10 0.99995152 0.00258790
1 1 0 6 6 11 0.99992004 0.00244759
1 1 0 6 6 12 0.99993692 0.00253489
1 1 0 6 6 13 0.99996202 0.00234033
1 1 0 6 6 14 0.99923035 0.00244809
1 1 0 6 6 15 0.99977135 0.00225605
1 1 0 6 6 16 0.99999995 0.00255176
1 1 0 6 6 17 0.99955609 0.00282906
1 1 0 6 6 18 1.00086891 0.00253467
1 1 0 6 6 19 0.99932626 0.00275049
1 1 0 6 6 20 1.00044551 0.00238856
1 1 0 6 7 0 1.00038955 0.00212463
1 1 0 6 7 1 0.99917260 0.00242985
1 1 0 6 7 2 0.99945485 0.00228807
1 1 0 6 7 3 0.99837171 0.00229579
1 1 0 6 7 4 0.99917596 0.00229853
1 1 0 6 7 5 0.99987347 0.00223002
1 1 0 6 7 6 0.99899154 0.00194024
1 1 0 6 7 7 0.99933589 0.00228407
1 1 0 6 7 8 0.99961242 0.00243396
1 1 0 6 7 9 0.99890657 0.00226067
1 1 0 6 7 10 0.99976753 0.00239235
1 1 0 6 7 11 0.99927887 0.00228384
1 1 0 6 7 12 0.99963131 0.00214260
1 1 0 6 7 13 0.99976847 0.00245893
1 1 0 6 7 14 0.99927312 0.00222597
1 1 0 6 7 15 0.99902469 0.00218518
1 1 0 6 7 16 0.99959337 0.00243247
1 1 0 6 7 17 0.99913216 0.00225680
1 1 0 6 7 18 0.99951946 0.00228646
1 1 0 6 7 19 0.99985279 0.00251345
1 1 0 6 7 20 1.00038955 0.00212463
1 1 0 6 8 0 0.99996975 0.00235154
1 1 0 6 8 1 1.00022300 0.00216385
1 1 0 6 8 2 1.00030165 0.00230182
1 1 0 6 8 3 1.00045656 0.00221686
1 1 0 6 8 4 0.99990801 0.00259847
1 1 0 6 8 5 1.00070437 0.00221809
1 1 0 6 8 6 1.00018401 0.00215929
1 1 0 6 8 7 1.00034124 0.00229177
1 1 0 6 8 8 1.00115115 0.00234960
1 1 0 6 8 9 1.00044075 0.00232267
1 1 0 6 8 10 1.00031179 0.00245243
1 1 0 6 8 11 1.00001900 0.00230534
1 1 0 6 8 12 1.00023053 0.00258693
1 1 0 6 8 13 1.00100556 0.00243482
1 1 0 6 8 14 1.00013432 0.00259019
1 1 0 6 8 15 1.00016015 0.00241568
1 1 0 6 8 16 1.00030592 0.00215768
1 1 0 6 8 17 1.00041273 0.00239152
1 1 0 6 8 18 0.99975665 0.00229728
1 1 0 6 8 19 1.00040408 0.00244403
1 1 0 6 8 20 0.99996975 0.00235154
1 1 0 6 9 0 1.00035802 0.00278964
1 1 0 6 9 1 0.99881265 0.00250309
1 1 0 6 9 2 0.99983662 0.00252013
1 1 0 6 9 3 0.99919607 0.00254063
1 1 0 6 9 4 0.99991553 0.00270338
1 1 0 6 9 5 1.00047205 0.00254720
1 1 0 6 9 6 0.99924820 0.00261939
1 1 0 6 9 7 0.99993749 0.00222471
1 1 0 6 9 8 1.00007862 0.00245276
1 1 0 6 9 9 1.00059410 0.00241375
1 1 0 6 9 10 0.99994213 0.00248950
1 1 0 6 9 11 0.99989021 0.00253504
1 1 0 6 9 12 0.99953511 0.00264418
1 1 0 6 9 13 1.00015588 0.00258197
1 1 0 6 9 14 0.99990318 0.00240680
1 1 0 6 9 15 0.99996317 0.00231375
1 1 0 6 9 16 1.00077052 0.00259886
1 1 0 6 9 17 1.00013854 0.00243910
1 1 0 6 9 18 0.99924991 0.00255052
1 1 0 6 9 19 1.00056174 0.00238923
1 1 0 6 9 20 1.00035802 0.00278964
1 1 0 6 10 0 0.99921616 0.00232917
1 1 0 6 10 1 0.99948889 0.00213638
1 1 0 6 10 2 1.00082306 0.00271457
1 1 0 6 10 3 0.99956862 0.00245551
1 1 0 6 10 4 0.99931123 0.00245162
1 1 0 6 10 5 0.99998905 0.00250118
1 1 0 6 10 6 0.99907065 0.00237886
1 1 0 6 10 7 0.99898531 0.00232282
1 1 0 6 10 8 0.99929618 0.00225166
1 1 0 6 10 9 0.99879631 0.00264893
1 1 0 6 10 10 0.99929793 0.00262315
1 1 0 6 10 11 0.99917720 0.00228457
1 1 0 6 10 12 0.99958577 0.00220140
1 1 0 6 10 13 0.99942815 0.00256546
1 1 0 6 10 14 0.99972245 0.00269840
1 1 0 6 10 15 1.00014369 0.00236044
1 1 0 6 10 16 0.99937878 0.00256634
